sistema,nombre,titulo,descripcion
ABE,SALUD:vigilancia_calidad_del_agua_nacional,vigilancia_calidad_del_agua_nacional,
Dewetra,BOL:19zonas_agroproductivas,19zonas_agroproductivas,
Dewetra,BOL:2015_lccs_BOL,2015_lccs_BOL,
Dewetra,BOL:2018_lccs_BOL,2018_lccs_BOL,
Dewetra,BOL:2_lluvia_mamore_feb,Lluvia Mamore Febrero,Lluvia del mes de febrero para el Mamore
Dewetra,BOL:3_lluvia_mamore_mar,Lluvia Mamore Marzo,Lluvia Mamore Marzo
Dewetra,BOL:4_lluvia_mamore_abr,Lluvia Mamore Abril,lluvia mamore abril
Dewetra,BOL:5_lluvia_mamore_may,Lluvia Mamore Mayo,
Dewetra,BOL:6_lluvia_mamore_jun,Lluvia Mamore Junio,Lluvia Mamore Junio
Dewetra,BOL:7_lluvia_mamore_jul,Llluvia Mamore Julio,
Dewetra,BOL:8_lluvia_mamore_ago,Lluvia Mamore Agosto,
Dewetra,BOL:9_lluvia_mamore_sep,Lluvia Mamore Septiembre,
Dewetra,BOL:AMENAZA_INUNDACION_UOT04,AMENAZA_INUNDACION_UOT04,
Dewetra,BOL:ANA_track,ANA_track,
Dewetra,BOL:ARROZ_A,ARROZ_A,
Dewetra,BOL:AWS_SMA_dwt_v1,AWS_SMA_dwt_v1,
Dewetra,BOL:BANANO_A,BANANO_A,
Dewetra,BOL:Beni_Rurrenabaque,Beni_Rurrenabaque,
Dewetra,BOL:BurntArea_Bolivia_01_2019,BurntArea_Bolivia_01_2019,
Dewetra,BOL:BurntArea_Bolivia_01_2020,BurntArea_Bolivia_01_2020,
Dewetra,BOL:BurntArea_Bolivia_02_2019,BurntArea_Bolivia_02_2019,
Dewetra,BOL:BurntArea_Bolivia_02_2020,BurntArea_Bolivia_02_2020,
Dewetra,BOL:BurntArea_Bolivia_03_2019,BurntArea_Bolivia_03_2019,
Dewetra,BOL:BurntArea_Bolivia_03_2020,BurntArea_Bolivia_03_2020,
Dewetra,BOL:BurntArea_Bolivia_04_2019,BurntArea_Bolivia_04_2019,
Dewetra,BOL:BurntArea_Bolivia_05_2019,BurntArea_Bolivia_05_2019,
Dewetra,BOL:BurntArea_Bolivia_06_2019,BurntArea_Bolivia_06_2019,
Dewetra,BOL:BurntArea_Bolivia_07_2019,BurntArea_Bolivia_07_2019,
Dewetra,BOL:BurntArea_Bolivia_08_2019,BurntArea_Bolivia_08_2019,
Dewetra,BOL:BurntArea_Bolivia_09_2019,BurntArea_Bolivia_09_2019,Burnt Areas in September 2019 in Bolivia
Dewetra,BOL:BurntArea_Bolivia_10_2019,BurntArea_Bolivia_10_2019,
Dewetra,BOL:BurntArea_Bolivia_11_2019,BurntArea_Bolivia_11_2019,
Dewetra,BOL:BurntArea_Bolivia_12_2019,BurntArea_Bolivia_12_2019,
Dewetra,BOL:BurntArea_Concepcion_28_09_2020,BurntArea_Concepcion_28_09_2020,
Dewetra,BOL:BurntArea_Concepcion_28_29sept_4ott,BurntArea_Concepcion_28_29sept_4ott,
Dewetra,BOL:BurntArea_Concepcion_9oct2020,BurntArea_Concepcion_9oct2020,
Dewetra,BOL:BurntArea_Concepcion_lateSept_2020,BurntArea_Concepcion_lateSept_2020,
Dewetra,BOL:BurntArea_SanIgnacioVelasco_NE_20201004,BurntArea_SanIgnacioVelasco_NE_20201004,
Dewetra,BOL:BurntArea_SanJose_30_09_2020,BurntArea_SanJose_30_09_2020,
Dewetra,BOL:BurntArea_SanMatias_earlyOct_2020_c,BurntArea_SanMatias_earlyOct_2020_c,
Dewetra,BOL:BurntAreas_ValleSantaCruz_4oct20,BurntAreas_ValleSantaCruz_4oct20,
Dewetra,BOL:CEBOLLA_A,CEBOLLA_A,
Dewetra,BOL:CUMAT_2001,CUMAT_2001,
Dewetra,BOL:Caminos,Caminos,
Dewetra,BOL:Chapare_watershed,Chapare_watershed,
Dewetra,BOL:Cuencas_Nivel_5,Cuencas_Nivel_5,
Dewetra,BOL:ETP_Abril,Evapotranspitacion Potencial Abril,
Dewetra,BOL:ETP_Agosto,Evapotranspitacion Potencial Agosto,
Dewetra,BOL:ETP_Anual,Evapotranspitacion Potencial Anual,
Dewetra,BOL:ETP_Diciembre,Evapotranspitacion Potencial Diciembre,
Dewetra,BOL:ETP_Enero,Evapotranspitación Potencial Enero,
Dewetra,BOL:ETP_Febrero,Evapotranspitacion Potencial Febrero,
Dewetra,BOL:ETP_Julio,Evapotranspitacion Potencial Julio,
Dewetra,BOL:ETP_Marzo,Evapotranspitacion Potencial Marzo,
Dewetra,BOL:ETP_Mayo,Evapotranspitacion Potencial Mayo,
Dewetra,BOL:ETP_Noviembre,Evapotranspitacion Potencial Noviembre,
Dewetra,BOL:ETP_Octubre,Evapotranspitacion Potencial Octubre,
Dewetra,BOL:ETP_Septiembre,Evapotranspitacion Potencial Septiembre,
Dewetra,BOL:ETP_junio,Evapotranspitacion Potencial Junio,
Dewetra,BOL:Estaciones,Estaciones,
Dewetra,BOL:Estaciones_Hidrologica,Estaciones_Hidrologica,
Dewetra,BOL:Estaciones_Meteorologicas,Estaciones_Meteorologicas,
Dewetra,BOL:FREJOL_A,FREJOL_A,
Dewetra,BOL:Flood_Water_RISAT_20140318_Trinidad,Flood_Water_RISAT_20140318_Trinidad,
Dewetra,BOL:Flood_Water_TSX_20140214_Riberalta,Flood_Water_TSX_20140214_Riberalta,
Dewetra,BOL:Flood_Water_TSX_20140214_Trinidad,Flood_Water_TSX_20140214_Trinidad,
Dewetra,BOL:GOMBE_track_frc_danger_swath,GOMBE_track_frc_danger_swath,
Dewetra,BOL:GOMBE_track_frc_danger_swath_20220311,GOMBE_track_frc_danger_swath_20220311,
Dewetra,BOL:GOMBE_track_frc_line,GOMBE_track_frc_line,
Dewetra,BOL:GOMBE_track_frc_points,GOMBE_track_frc_points,
Dewetra,BOL:GOMBE_track_line_20220311,GOMBE_track_line_20220311,
Dewetra,BOL:GOMBE_track_points_20220311,GOMBE_track_points_20220311,
Dewetra,BOL:INE_Comunidades_CNA_A1,INE_Comunidades_CNA_A1,
Dewetra,BOL:INE_Comunidades_CNPV_A1,INE_Comunidades_CNPV_A1,
Dewetra,BOL:LOWER_SHIRE_3FEB_2022-02-02_flood,LOWER_SHIRE_3FEB_2022-02-02_flood,
Dewetra,BOL:Lagos_y_lagunas,Lagos_y_lagunas,
Dewetra,BOL:Lluvia_desaguadero_abril,Lluvia Desaguadero Abril,
Dewetra,BOL:Lluvia_desaguadero_agosto,Lluvia Desaguadero Agosto,Lluvia Desaguadero Agosto
Dewetra,BOL:Lluvia_desaguadero_diciembre,Lluvia Desaguadero Diciembre,
Dewetra,BOL:Lluvia_desaguadero_enero,Lluvia Desaguadero Enero,precipitación de desaguadero en enero
Dewetra,BOL:Lluvia_desaguadero_febrero,Lluvia Desaguadero Febrero,
Dewetra,BOL:Lluvia_desaguadero_julio,Lluvia Desaguadero Julio,
Dewetra,BOL:Lluvia_desaguadero_junio,Lluvia Desaguadero Junio,
Dewetra,BOL:Lluvia_desaguadero_marzo,Lluvia Desaguadero Marzo,
Dewetra,BOL:Lluvia_desaguadero_mayo,Lluvia Desaguadero Mayo,
Dewetra,BOL:Lluvia_desaguadero_noviembre,Lluvia Desaguadero Noviembre,
Dewetra,BOL:Lluvia_desaguadero_octubre,Lluvia Desaguadero Octubre,
Dewetra,BOL:Lluvia_desaguadero_septiembre,Lluvia_desaguadero_septiembre,
Dewetra,BOL:Lluvia_sj_feb,Lluvia San Juan del Oro Febrero,lluvia en san juan del oro en el mes de febrero
Dewetra,BOL:Lluvia_sj_oro_abr,Lluvia San Juan del Oro Abril,
Dewetra,BOL:Lluvia_sj_oro_ago,Lluvia san Juan del Oro Agosto,Lluvia en san juan del oro mes de agosto
Dewetra,BOL:Lluvia_sj_oro_dic,Lluvia San Juan del Oro Diciembre,
Dewetra,BOL:Lluvia_sj_oro_ene,Lluvia San Juan del Oro Enero,Lluvia en San Juan del Oro Enero
Dewetra,BOL:Lluvia_sj_oro_jul,Lluvia San Juan del Oro Juliio,lluvia en san juan del oro julio
Dewetra,BOL:Lluvia_sj_oro_jun,Lluvia San Juan del Oro Junio,lluvias en san juan del oro junio
Dewetra,BOL:Lluvia_sj_oro_mar,Lluvia San Juan del Oro Marzo,
Dewetra,BOL:Lluvia_sj_oro_may,Lluvia San Juan del Oro Mayo,lluvia san juan del oro mayo
Dewetra,BOL:Lluvia_sj_oro_nov,Lluvia San Juan del Oro Noviembre,
Dewetra,BOL:Lluvia_sj_oro_oct,Lluvia San Juan del Oro Octubre,lluvia en san juan  del oro en octubre
Dewetra,BOL:Lluvia_sj_oro_sep,Lluvia San Juan del Oro Septiembre,Lluvia San Juan del Oro Septiembre
Dewetra,BOL:MAIZ_GRANO_A,MAIZ_GRANO_A,
Dewetra,BOL:MANI_A,MANI_A,
Dewetra,BOL:MAPA_DE_GRANIZO_SINSAAT_200,MAPA_DE_GRANIZO_SINSAAT_200,
Dewetra,BOL:MAPA_DE_HELADAS_SINSAAT_200,MAPA_DE_HELADAS_SINSAAT_200,
Dewetra,BOL:MAPA_DE_SEQUIA_SINSAAT_2000,MAPA_DE_SEQUIA_SINSAAT_2000,
Dewetra,BOL:Macro_Regiones,Macro_Regiones,
Dewetra,BOL:Nile_Khartoum_TR100_MIWR_wgs_84,Nile_Khartoum_TR100_MIWR_wgs_84,
Dewetra,BOL:OND_impacts_Mun_Dic2016,OND_impacts_Mun_Dic2016,
Dewetra,BOL:OND_impacts_Mun_Feb2017,OND_impacts_Mun_Feb2017,
Dewetra,BOL:OND_impacts_Mun_Feb2019,OND_impacts_Mun_Feb2019,
Dewetra,BOL:OND_impacts_Mun_Jul2016,OND_impacts_Mun_Jul2016,
Dewetra,BOL:PAPA_A,PAPA_A,
Dewetra,BOL:PLATANO_A,PLATANO_A,
Dewetra,BOL:PLUS,PLUS,
Dewetra,BOL:POB_AVES,POB_AVES,
Dewetra,BOL:POB_BOVINOS,POB_BOVINOS,
Dewetra,BOL:POB_BUBALINOS,POB_BUBALINOS,
Dewetra,BOL:POB_CAMELIDOS,POB_CAMELIDOS,
Dewetra,BOL:POB_CAPRINOS,POB_CAPRINOS,
Dewetra,BOL:POB_OVINOS,POB_OVINOS,
Dewetra,BOL:POB_PORCINOS,POB_PORCINOS,
Dewetra,BOL:Presas_Bolivia,Presas_Bolivia,
Dewetra,BOL:Punto_Madidi,Punto_Madidi,
Dewetra,BOL:QUINUA_A,QUINUA_A,
Dewetra,BOL:Reservorios_agua,Reservorios_agua,
Dewetra,BOL:Rios_HDMA,Rios HDMA,
Dewetra,BOL:SJDO_cuenca,SJDO_cuenca,
Dewetra,BOL:SOYA_A,SOYA_A,
Dewetra,BOL:ST_20150721_Flood,ST_20150721_Flood,
Dewetra,BOL:ST_20150726_Flood,ST_20150726_Flood,
Dewetra,BOL:SanJuanDelOro,SanJuanDelOro,
Dewetra,BOL:TRIGO_A,TRIGO_A,
Dewetra,BOL:Temp_max_desaguadero_enero,Temperatura Máxima Desaguadero Enero,temperatura maxima en desaguadero para el mes de enero
Dewetra,BOL:Temp_max_desaguadero_junio,Temperatura Maxima Desaguadero Junio,
Dewetra,BOL:Temp_max_desaguadero_noviembre,Temperatura Maxima Desaguadero Noviembre,temperatura máxima en desaguadero en noviembre
Dewetra,BOL:Temp_max_sj_oro_febrero,Temperatura Maxima San Juan del Oro Febrero,Temperatura Maxima San Juan del Oro febrero
Dewetra,BOL:Temp_maxima_desaguadero_agosto,Temperatura Maxima Desaguadero Agosto,temperatura maxima en desaguadero Agosto
Dewetra,BOL:Temp_min_desaguadero_marzo,Temperatura Mínima desaguadero Marzo,Temperatura Mínima desaguadero Marzo
Dewetra,BOL:U_FototermicasEnero,Unidades Fototérmicas de mes de Enero,Unidades Fototérmicas Correspondiente al mes de enero
Dewetra,BOL:U_Fototermicas_Marzo,Unidades Fototérmicas Marzo,Unidades Fototérmicas del mes de Marzo
Dewetra,BOL:U_fototermicas_Mayo,Unidades Fototérmicas Mayo,Unidades Fototérmicas del mes de Mayo
Dewetra,BOL:U_fototermicas_abril,Unidades Fototérmicas Abril,Unidades Fototérmicas del mes de Abril
