sistema,nombre,titulo,abstract
GeoBolivia,mddef:Municipios_AlertaRiesgo_MDef_26022019,"Alerta de Riesgo de Inundación, Deslizamiento, Desbordes y Riadas por lluvias constantes 27 febrero 2019, Bolivia","Muestra los municipios con alerta de riesgo de inundación, deslizamiento, desbordes y riadas por lluvias constantes en el territorio nacional con categorías amarilla y naranja Sobre la base de los reportes hidrológicos y complementando con los meteorológicos emitidos por el SENAMHI y SNHN, el día 25/02/2019, entre los días miércoles 27 de febrero al viernes 01 de marzo del 2019.  Las cuales podría afectar a 150 municipios en los 9 departamentos, existen 72 municipios en alerta amarilla y 78 alerta naranja. Información obtenida del reporte diario nacional de alerta y afectación Nº 34 del Viceministerio de Defensa Civil a 27 de febrero de 2019."
GeoBolivia,mddryt:ucr_Amenaza_helada_SINSAAT2000,Amenaza de Helada - SINSSAT,"Datos de amenaza de heladas según SINSSAT, Unidad de Contingencia Rural"
GeoBolivia,mddryt:ucr_Amenaza_sequia_SINSAAT2000,Amenaza de sequia - SINSAAT 2000,"Datos de amenaza de sequia SINSAAT, Unidad de Contingencia Rural"
GeoBolivia,mdpdd:Inundacion,Amenaza por Inundacion,Unidad de Ordenamiento Territorial - Mapa de Riesgo y Vulnerabilidad 2002
GeoBolivia,mdpdd:amensoec,Amenazas Antropicas - Grado de Amenaza,Unidad de Ordenamiento Territorial - Mapa de Riesgo y Vulnerabilidad 2002
GeoBolivia,mddryt:ucr_Amenza_granizada_SINSAAT2000,Amenza de granizada SINSAAT2000,"Datos de amenza de granizo SINSAAT, Unidad de Contingencia Rural"
GeoBolivia,ird:Amenazas_naturales,Amenza natural de las ciudades de La Paz y El Alto,Amenza natural de las ciudades de La Paz y El Alto
GeoBolivia,MC:red_BTV,Antenas de comunicación de Bolivia Tv.,"Localiza las antenas de comunicación de Bolivia TV en territorio nacional, institución orientada a la producción y difusión de contenido plural y noticioso en beneficio social para los bolivianos y bolivianas. Elaborado por Bolivia TV en base a la georreferenciación de puntos con GPS en el año 2015."
GeoBolivia,sergeotecmin:Anticlinales,Anticlinales,Mapa Geologico de Bolvia - Año 2000
GeoBolivia,igm:LAGO_POOPO_ANTIGUO,"Area Antigua del Lago Poopo, 2016","Identificación del área antigua del Lago Poopo, 2016"
GeoBolivia,igm:a_influencia_ea2014,Area de influencia de la red de estaciones continuas,Area de influencias las estaciones continuas del Instituto Geográfico Militar (r. 200 Km.)
GeoBolivia,onu:Flood_Water_TSX_20140214_Riberalta,Area de inundación Ciudad de Riberalta 14/02/2014,Identificación de las áreas de inundación de la Ciudad de Riberalta mediante productos remotos de TSX (Apertuta Sintétita)
GeoBolivia,onu:Flood_Water_TSX_20140214_Trinidad,Area de inundación Ciudad de Trinidad 14/02/2014,Identificación de las áreas de inundación de la Ciudad de Trinidad mediante productos remotos de TSX (Apertuta Sintétita)
GeoBolivia,onu:Flood_Water_RISAT_20140318_Trinidad,Area de inundación Ciudad de Trinidad 18/03/2014,Identificación de las áreas de inundación de la Ciudad de Trinidad mediante productos remotos de RISAT (Apertuta Sintétita)
GeoBolivia,mdopsyv:area_urbana_elalto,Area urbana de la Ciudad de El Ato,"Identificación del área urbana de la Ciudad de El Alto, categorizando el tipo de área urbana"
GeoBolivia,mdopsyv:area_urbana_trinidad,Area urbana de la Ciudad de Trinidad,"Identificación del área urbana de la Ciudad de Trinidad, Departamento de del Beni"
GeoBolivia,mdopsyv:area_urbana_warnes,Area urbana de la Ciudad de Warnes,"Identificación del área urbana de la Ciudad de Warnes, Departamento de Santa Cruz"
GeoBolivia,sernap:APs_departamentales,Areas Protegidas Departamentales 2002,"Áreas protegidas departamentales, declaradas bajo protección de gobiernos departamentales por norma. (actualizada hasta 2002)"
GeoBolivia,sernap:ap_departamentales_wgs84_2012,Areas Protegidas Departamentales 2012,"Áreas protegidas departamentales, declaradas bajo protección de gobiernos departamentales por norma. (actualizada hasta 2012)"
GeoBolivia,sernap:APs_municipales,Areas Protegidas Municipales 2002,"Áreas protegidas a nivel municipal, declaradas bajo protección mediante Ordenanza Municipal. (actualizado a 2002)"
GeoBolivia,sernap:ap_municipaleswgs84_2012,Areas Protegidas Municipales 2012,"Áreas protegidas a nivel municipal, declaradas bajo protección mediante Ordenanza Municipal. (actualizado a 2012)"
GeoBolivia,sernap:ap_nacional_wgs84_2014,Areas Protegidas Nacionales 2014,"Áreas protegidas a nivel nacional, declaradas bajo protección del Estado por norma. (actualizada a mayo 2014)"
GeoBolivia,sernap:areasprotegidas_nacionales2016,Areas Protegidas Nacionales 2016,"Áreas protegidas a nivel nacional, declaradas bajo protección del Estado por norma. (actualizada a junio 2016)"
GeoBolivia,sernap:areasprotegidas_nacionales2017,Areas Protegidas Nacionales 2017,"Áreas protegidas a nivel nacional, declaradas bajo protección del Estado por norma. (actualizada a marzo 2017) por el Servicio Nacional de Areas Protegidas (SERNAP)."
GeoBolivia,mdhye:AreasReservadasTarija,Areas Reservadas en Tarija,Mapa de Areas reservadas en el departamento de Tarija
GeoBolivia,mdhye:AreasResevadasLaPaz,Areas Resevadas en La Paz,Mapa de Areas reservadas en el departamento de La Paz
GeoBolivia,mdopsyv:AreasUrbanas,Areas Urbanas Delimitadas,Unidad de Politicas de Desarrollo Urbano y Catastro - Delimitacion de Areas Urbanas
GeoBolivia,mdpdd:sequia,Areas con Amenaza de Sequia,Unidad de Ordenamiento Territorial - Mapa de Riesgo y Vulnerabilidad 2002
GeoBolivia,mdhye:AreasContrato,Areas de Contrato,Mapa de Areas de contrato
GeoBolivia,mdhye:AreasExploracion,Areas de Exploracion,Mapa de Areas de Exploracion
GeoBolivia,universidades:AreasAccesoComunidades,Areas de acceso por comunidades censadas 2001,"Elaborado por la Universidad de Ginebra y la UMSA en base a los puntos de comunidades publicados por el INE, y modelos de accesiblidad segun Boillat 2012"
GeoBolivia,mdpdd:Sismicidad,Ares segun grado de sismicidad,Unidad de Ordenamiento Territorial - Mapa de Riesgo y Vulnerabilidad 2002
GeoBolivia,GobMunicipal:region_chuquisaca_2018,"Asociación de Gobiernos Autónomos Municipales de Chuquisaca, Bolivia 2018","Muestra la Asociación de Gobiernos Autónomos Municipales de Chuquisaca (AMDECH), conformada por 4 regiones y 29 Municipios, las regiones son: Chaco, Cintis, Centro, Norte. Dato actualizado a julio 2018."
GeoBolivia,GobMunicipal:region_cochabamba_2018,"Asociación de Gobiernos Autónomos Municipales de Cochabamba, Bolivia 2018","Muestra la Asociación de Gobiernos Autónomos Municipales de Cochabamba (AMDECO), conformada por 5 regiones y 47 municipios, las regiones son: Metropolitana, Trópico, Valles, Cono Sur y Andina. Dato actualizado a julio 2018"
GeoBolivia,GobMunicipal:region_potosi_2018,"Asociación de Municipalidades de Potosi, Bolivia 2018","Muestra la Asociación de Municipalidades de Potosi (AMDEPO), conformada por 4 regiones y 40 municipios, las regiones son: Norte, Sudoeste, Sud y Centro. dato actualizado a julio 2018 por AMDEPO."
GeoBolivia,msyd:HospitaMovil_2Depto_Salud082019,"Atención Gratuita de Salud en las ciudades La Paz y Santa Cruz de la Sierra, Bolivia 2019","Muestra la localización de dos hospitales móviles en las ciudades de La Paz y Santa Cruz de la Sierra, que brindará atención gratuita de salud con más de 20 especialidades en beneficio de la población, información obtenida por el Ministerio de Salud a 21 de agosto del 2019."
GeoBolivia,vturismo:atractivos_turisticos2012,Atractivos turisticos en Bolivia,Distribución espacial de los atractivos turísticos en territorio nacional 2012.
GeoBolivia,abt:AUTRES2016,"Autorizaciones Transitorias Especiales Bolivia - ABT, 2016",Localización de las autorizaciones transitorias especiales por la ABT.
GeoBolivia,asfi:Bancos,Bancos,Autoridad de Supervision del Sistema Financiero
GeoBolivia,msyd:banco_sangre_tranfusion_102015,"Bancos de sangre y servicios de transfusión, 2016","Este mapa muestra la ubicación de los bancos de sangres y servicios de transfusión sanguínea a nivel nacional, se describe el nombre del recinto, la tipología y el sistema al que pertenece. Elaborado por el Ministerio Salud, con datos actualizados a febrero de 2016."
GeoBolivia,mdopsyv:b_ancha_r,Banda ancha rural - VMTEL,Banda ancha rural - VMTEL actualizado a 09/2012
GeoBolivia,mddef:bandera_2018,"Bandera de la Reinvidicación Marítima, 10 de Marzo 2018","Muestra el tramo oficial de la bandera más larga del mundo de la reivindicación marítima, desplegada este 10 de marzo en la carretera troncal La Paz y Oruro, que cubre una distancia de 120 Kilómetros, se extenderá desde el casco minero de la ciudad de Oruro hasta la localidad de Calamarca del departamento de La Paz."
GeoBolivia,mdenerg:Barrios_Beni,"Barrios Departamento del Beni, Bolivia 2018","Muestra los barrios de las principales poblaciones en el departamento de Beni, información obtenida del geoportal del Viceministerio de Electricidad y Energías Alternativas, dato de la Empresa Nacional de Electrificación (ENDE) del Beni, actualizado a noviembre del 2018."
GeoBolivia,igm:BOFEDALES,"Bofedales del Estado Plurinacional de Bolivia, 2016","Localización de bofedales a nivel nacional, 2016"
GeoBolivia,udape:BrechaDeGeneroEnLaTasaDeTerminoA4toDeSecundaria2001,Brecha de genero en la tasa de termino a 4° de Secundaria 2001,UDAPE - Progreso de los Objetivos de Desarrollo del Milenio
GeoBolivia,udape:BrechaDeGeneroEnLaTasaDeTerminoA4toDeSecundaria2006,Brecha de genero en la tasa de termino a 4° de Secundaria 2006,UDAPE - Progreso de los Objetivos de Desarrollo del Milenio
GeoBolivia,udape:BrechaDeGeneroEnLaTasaDeterminoA8voDePrimaria2001,Brecha de genero en la tasa de termino a 8° de Primaria 2001,UDAPE - Progreso de los Objetivos de Desarrollo del Milenio
GeoBolivia,udape:BrechaDeGeneroEnLaTasaDeterminoA8voDePrimaria2006,Brecha de genero en la tasa de termino a 8° de Primaria 2006,UDAPE - Progreso de los Objetivos de Desarrollo del Milenio
GeoBolivia,mdmaya:CPilcomayo_Proyecto_MIC,CPilcomayo_Proyecto_MIC,
GeoBolivia,igm:CACHUELAS,"Cachuelas del Estado Plurinacional de Bolivia, 2016","Localización de cachuelas en los principales afluentes del territorio nacional.  Son obstáculos que se encuentran en diferentes lugares de los rios perfudicando la navegación de un sector a otro, elaborado y digitalizado por Servicio Nacional de Hidrografia Naval."
GeoBolivia,vturismo:Caminata_QhapapNan_Bolivia,"Caminata Internacional del Qhapaq Ñan - La Paz, Bolivia 2019","Muestra el recorrido de la caminata internacional del Qhapaq Ñan donde participaran: Argentina, Bolivia Chile, Colombia, Ecuador y Perú este 20 de junio, la actividad tendrá lugar en el municipio de Desaguadero, departamento de La Paz, entre las comunidades de Azafranal, Titijoni y San Pedro, en un recorrido de cuatro kilómetros. Información obtenida del Ministerio de Culturas y Turismo a junio 2019."
GeoBolivia,vturismo:Camino_del_Tio_2018,Camino_del_Tio_2018,
GeoBolivia,GobMunicipal:metropoli_redcaminera_lpz,"Caminos de la Región Metropolitana de La Paz, Bolivia 2017","Muestra la red caminera de la Región Metropolitana del Departamento de La Paz. Esta información fue obtenida del Atlas de la Región Metropolitana del Departamento de La Paz,  presentado en agosto 2017."
GeoBolivia,igm:caminos_igm250000,Caminos según carta topográfica 1:250.000,Mapa de caminos según cartas topográficas 1:250.000 (IGM)
GeoBolivia,igm:CAMINOS_Y_VIA_FERREA,"Caminos y vias ferreas del Estado Plurinacional de Bolivia, 2016","Red de caminera y ferrea a nivel nacional, describe si el camino es de asfalto o tierra"
GeoBolivia,mde:Programa_Bolivia_Lee042019,"Campaña Recolección de Libros - Programa Bolivia Lee, abril 2019","Muestra la cantidad de libros recolectados en los nueve departamentos, total de 140.727, que irán al Programa Bolivia Lee. Información obtenida del Ministerio de Educación hasta el 29 de abril."
GeoBolivia,GobMunicipal:metropoli_campodeportivo_lpz,"Campos Deportivos de la Región Metropolitana de La Paz, Bolivia 2017",Muestra la cantidad de campos deportivos que existen por municipio que conforman la región metropolitana del departamento de La Paz.
GeoBolivia,ird:canalizaciones_LP_EA,Canalizaciones,Canaización en las ciudades de La Paz y El Alto
GeoBolivia,mapashistoricos:canchas_blancas_victoria,"Canchas Blancas la batalla que Bolivia le ganó a Chile en la guerra del Pacífico, 1879","El Coronel Lino Morales encabezó la batalla de canchas blancas que evitó la invasión chilena a los departamentos de Potosí y Chuquisaca, ocurrió el 12 de noviembre de 1879 y causó 300 chilenos muertos"
GeoBolivia,oep:Oficialias_Oficiales_Depto_Oep2017,"Cantidad de Oficialías y Oficiales de Registro Civil por Departamento, Bolivia 2017","Muestra la cantidad de oficialías y oficiales de registro civil en los 9 departamentos, la cantidad total de Oficialías de Registro es 1.105 y la cantidad de Oficiales de Registro Civil es 1.208. De los 339 municipios del país solo 276 tienen Oficiales de Registro Civil (ORC) y 63 sin ORC. Información obtenida de la rendición de cuentas del Órgano Electoral Plurinacional en base a los reportes de la unidad de inspectoría general del SERECI Nacional, a octubre de 2017."
GeoBolivia,abt:CUMAT_2001,Capacidad de Uso Mayor de la Tierra 2001,"Capacidad de Uso Mayor de la Tierra (CUMAT) 2001, Publicado por la Superintendencia Agraria"
GeoBolivia,mdpdd:CapitalDepartamental,Capital Departamental,Unidad de Administracion Territorial - Mapa Fisiografico del año 2002
GeoBolivia,fondos:CapitalesMunicipales,Capitales Municipales,Localización de las capitales municipales de 339 municipios
GeoBolivia,igm:CAPITANIAS_DE_PUERTO,"Capitanías de Puerto del Estado Plurinacional de Bolivia, 2016","Localización de las capitanías de puerto que se hallan en el territorio nacional, información actualizada hasta 2015."
GeoBolivia,mdpdd:CarreterasPrincipales,Carreteras Principales,Unidad de Administracion Territorial - Mapa Fisiografico del año 2002
GeoBolivia,oep:Carta_Organica_Aprobada_052019,"Carta Orgánica y Estatuto Autonómico Aprobado Mayo 2019, Bolivia","Muestra los 6 municipios que aprobaron sus cartas orgánicas y estatuto autonómico  son: Alcalá, Cajuata, Chuquihuta, Mairana y San Juan aprobaron sus cartas y Salinas de Garcí Mendoza su estatuto. Las cartas orgánicas municipales son un mandato directo de visión y misión para el alcalde. Información obtenida del Órgano Electoral Plurinacional de Bolivia."
GeoBolivia,vAutonomias:Carta_Organica_Vigentes_Bolivia2019,"Cartas Orgánicas Municipales Vigentes, Bolivia 2019","Muestra las 24 cartas orgánicas municipales aprobadas en el territorio  nacional, en 6 departamentos: Santa Cruz, Cochabamba, La Paz, Chuquisaca, Potosí y Tarija. Dato obtenido del Viceministerio de Autonomías, a junio 2019"
GeoBolivia,senasag:CatastroPecuarioLaPaz,Catastro Pecuario La Paz,Comunidades que cuentan con catastro pecuario en el departamento de La Paz. SENASAG 2012
